director_name,num_critic_for_reviews,gross,genres,actor_1_name,movie_title,num_voted_users,num_user_for_reviews,language,budget,title_year,imdb_score,rank,movie_facebook_likes,profit
Brett Leonard,136,54222000,Biography|Drama|History,Henry Ian Cusick,The Visual Bible: The Gospel of John ,2164,36,English,34000000,1962,7.8,2.35,0,20222000
Brett Piper,42,11802056,Crime|Drama,James Urbaniak,Happy Valley             ,12848,2,English,27000000,2013,7.8,2.35,10000,-15197944
Brett Ratner,376,118683135,Action|Adventure|Fantasy|Sci-Fi|Thriller,Hugh Jackman,X-Men: The Last Stand ,383427,1912,English,20000000,2009,7.8,2.35,0,98683135
Brett Ratner,367,81517441,Action|Comedy|Crime|Thriller,Tzi Ma,Rush Hour 3 ,121084,221,English,18000000,2009,7.8,2.35,0,63517441
Brett Ratner,245,52752475,Action|Adventure|Animation|Family|Fantasy,Abbie Cornish,Legend of the Guardians: The Owls of Ga'Hoole ,65785,660,English,61000000,2009,7.8,2.35,16000,-8247525
Brett Ratner,127,63826569,Adventure|Animation|Comedy|Family|Fantasy,Tom Hanks,Toy Story 2 ,385871,326,English,58000000,1998,7.8,2.35,0,5826569
Brett Ratner,84,38048637,Crime|Drama|Horror|Mystery|Thriller,Caroline Dhavernas,Hannibal             ,159910,276,English,38000000,2011,7.8,2.35,59000,48637
Brett Ratner,186,23222861,Animation|Family,Sariann Monaco,Top Cat Begins ,230,1171,English,22000000,1999,7.8,2.35,138,1222861
Brett Ratner,155,39143839,Action|Comedy|Crime|Drama|Thriller,Denzel Washington,2 Guns ,156898,235,English,22000000,2001,7.8,2.35,22000,17143839
Brett Ratner,84,25450527,Comedy|Fantasy|Romance,Jon Heder,Just Like Heaven ,82819,85,English,15000000,2002,7.8,2.35,0,10450527
Brett Ratner,25,116735231,Drama,Emma Stone,The Help ,318955,149,English,37000000,2001,7.8,2.35,75000,79735231
Brian A Miller,124,10880926,Drama,Ian Somerhalder,Life as a House ,39105,213,English,10000000,2003,7.8,2.35,0,880926
Brian Baugh,74,238371987,Horror|Thriller,Kimberly Williams-Paisley,Banshee Chapter ,6265,168,English,50000,2015,7.8,2.35,2000,238321987
Brian Caunter,67,119412921,Crime|Documentary|Drama,Michael Moore,Bowling for Columbine ,123090,150,English,1000000,1978,7.8,2.35,4000,118412921
Brian Dannelly,41,100012500,Crime|Drama|Mystery|Thriller,Philippe Nahon,Irreversible ,87244,121,English,18000000,1999,7.8,2.35,13000,82012500
Brian De Palma,181,120147445,Action|Adventure|Romance|Sci-Fi|Thriller,Alun Armstrong,The Saint ,52136,361,English,12000000,2011,7.8,2.35,0,108147445
Brian De Palma,424,103338338,Action|Mystery|Sci-Fi|Thriller,Robert Duvall,The 6th Day ,100001,604,English,40000000,2016,7.8,2.35,0,63338338
Brian De Palma,74,444044,Action|Drama|Sci-Fi,Connie Nielsen,Soldier ,44248,119,English,16500000,2001,7.8,2.35,0,-16055956
Brian De Palma,210,10246600,Action|Crime|Drama|Mystery|Thriller,Robert De Niro,Righteous Kill ,73368,127,English,6000000,1995,7.8,2.35,0,4246600
Brian De Palma,224,1043487,Action|Comedy|Crime,Jim Gaffigan,Hot Pursuit ,34948,215,English,6000000,2014,7.7,2.35,0,-4956513
Brian De Palma,217,173066,Comedy|Drama|Romance,Scarlett Johansson,In Good Company ,48973,149,English,500000,1987,7.7,2.35,736,-326934
Brian De Palma,174,31968347,Action|Thriller,Liam Neeson,Taken ,483756,126,English,29000000,1997,7.7,2.35,29000,2968347
Brian De Palma,195,7563670,Comedy,Luenell,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,297014,374,English,2450000,1975,7.7,2.35,0,5113670
Brian De Palma,123,902835,Drama,Bob Hoskins,Last Orders ,5016,235,English,3950000,2010,7.7,2.35,305,-3047165
Brian De Palma,166,32416109,Drama|Family|Musical,Oliver Reed,Oliver! ,25303,66,English,25000000,1971,7.7,2.35,0,7416109
Brian De Palma,114,108706165,Action|Drama|Fantasy|Romance,Sarah Michelle Gellar,Buffy the Vampire Slayer             ,101902,97,English,13000000,2008,7.7,2.35,6000,95706165
Brian De Palma,36,171031347,Animation|Comedy|Family,Frank Welker,Doug's 1st Movie ,2448,33,English,475000,2013,7.7,2.35,122,170556347
Brian Dorton,18,14998070,Drama,Hiroshi Abe,God's Not Dead 2 ,4501,164,English,15000000,1980,7.7,2.35,0,-1930
Brian Gibson,60,42880,Comedy|Musical,Jon Lovitz,The Producers ,35140,588,English,20000000,2001,7.7,2.35,0,-19957120
Brian Gibson,69,100292856,Drama|History|Romance|War,Vanessa Redgrave,The White Countess ,5321,192,French,200000000,2011,7.7,2.35,356,-99707144
Brian Helgeland,272,2086345,Comedy|Drama|Romance,Lupe Ontiveros,As Good as It Gets ,224671,375,English,190000000,1999,7.7,2.35,11000,-187913655
Brian Helgeland,270,11100000,Comedy|Romance,Philip Seymour Hoffman,Along Came Polly ,106909,41,English,105000000,2014,7.7,2.35,0,-93900000
Brian Helgeland,538,712294,Comedy,Joel McHale,The Big Year ,34809,235,English,175000000,2006,7.7,2.35,11000,-174287706
Brian Helgeland,180,250863268,Comedy|Family|Fantasy|Romance,Anne Hathaway,Ella Enchanted ,47800,138,English,85000000,2011,7.7,2.35,0,165863268
Brian Helgeland,79,8111360,Drama|Music,Robin Williams,August Rush ,87331,292,English,80000000,2014,7.7,2.35,18000,-71888640
Brian Henson,122,505295,Drama|Romance|Western,Milla Jovovich,The Claim ,5254,162,Bosnian,75000000,2008,7.7,2.35,141,-74494705
Brian Klugman,142,1332,Comedy,Milla Jovovich,Dazed and Confused ,120036,160,English,5000000,1999,7.7,2.35,10000,-4998668
Brian Koppelman,103,17292381,Action|Crime|Drama|Thriller,Paul Walker,The Skulls ,26846,491,English,41000000,2004,7.7,2.35,0,-23707619
Brian Koppelman,113,6387,Comedy|Drama|Family,Gregory Smith,Harriet the Spy ,7984,31,English,40000000,1998,7.7,2.35,833,-39993613
Brian Levant,136,56536016,Action|Crime|Mystery|Thriller,Tom Cruise,Jack Reacher ,226570,643,English,25000000,2008,7.7,2.35,38000,31536016
Brian Levant,140,721,Action|Crime|Fantasy|Thriller,Scarlett Johansson,The Spirit ,53864,188,English,4000000,2003,7.7,2.35,2000,-3999279
Brian Levant,72,22466994,Action|Thriller,Liam Neeson,Taken 3 ,133436,307,English,150000000,2006,7.7,2.35,38000,-127533006
Brian Levant,117,117528646,Action|Adventure|Comedy|Drama|Thriller,David Paymer,Chill Factor ,8367,144,Japanese,35000000,2001,7.7,2.35,120,82528646
Brian Levant,426,78651430,Action|Crime|Thriller,Johnny Depp,Once Upon a Time in Mexico ,130094,170,English,40000000,2007,7.7,2.35,0,38651430
Brian Levant,27,3000000,Comedy|History,Romain Duris,Molière ,5166,363,English,26000000,2010,7.7,2.35,815,-23000000
Brian Percival,21,3766595,Crime|Drama|Romance|Thriller,Charlize Theron,The Yards ,16215,61,English,20000000,1996,7.7,2.35,401,-16233405
Brian Robbins,387,20733485,Action|Adventure|Fantasy|Thriller,Dwayne Johnson,The Scorpion King ,102129,323,English,70000000,1999,7.7,2.35,0,-49266515
Brian Robbins,98,623374,Action|Adventure|Crime|Thriller,Sunny Mabrey,xXx: State of the Union ,51349,233,English,60000000,2015,7.7,2.35,0,-59376626
Brian Robbins,371,4563029,Action|Crime|Thriller,Nicolas Cage,Kiss of Death ,14226,284,English,52000000,2011,7.7,2.35,555,-47436971
Brian Robbins,124,3904982,Fantasy,Dallas Barnett,Cirque du Soleil: Worlds Away ,7100,69,English,50000000,2007,7.7,2.35,0,-46095018
Brian Robbins,97,16988996,Comedy|Drama,Jack Reynor,Delivery Man ,59805,21,English,50000000,2009,7.7,2.35,0,-33011004
Brian Robbins,75,1292527,Comedy|Drama,Harold Perrineau,The Best Man Holiday ,11600,239,English,1800000,1999,7.7,2.35,7000,-507473
Brian Trenchard-Smith,314,23993605,Action|Crime|Drama|Thriller,Cole Hauser,Rogue             ,1781,33,Mandarin,22000000,2002,7.7,2.35,532,1993605
Brian Trenchard-Smith,61,4000304,Sci-Fi|Thriller,Gary Weeks,Project Almanac ,57349,304,English,22000000,2006,7.7,2.35,0,-17999696
Brian Trenchard-Smith,16,25600000,Comedy,Errol Flynn,Extreme Movie ,9560,37,English,20000000,2008,7.7,2.35,636,5600000
Brian Yuzna,5,153629485,Crime|Drama,Stephen Graham,This Is England ,99177,62,English,50000000,2001,7.7,2.35,11000,103629485
Britt Allcroft,67,46611204,Crime|Drama|Western,Ray Winstone,The Proposition ,43205,66,English,40000000,2007,7.7,2.35,0,6611204
Bronwen Hughes,20,4651977,Action|Horror|Sci-Fi|Thriller,Peter Mensah,Jason X ,38985,112,English,30000000,2014,7.7,2.35,0,-25348023
Bruce Beresford,291,217536138,Comedy,Bono,Brüno ,119622,317,English,190000000,2003,7.7,2.35,0,27536138
Bruce Beresford,97,65452312,Comedy,Tina Fey,Mean Girls ,245989,1101,English,700000,2016,7.7,2.35,0,64752312
Bruce Beresford,143,196573705,Drama|Music,Jennifer Freeman,You Got Served ,23671,100,English,65000000,2005,7.7,2.35,0,131573705
Bruce Beresford,40,64685359,Horror|Mystery|Thriller,James Kyson,Shutter ,26609,25,English,90000000,2010,7.7,2.35,0,-25314641
Bruce Campbell,10,241688385,Horror|Mystery,Christopher Lee,The Torture Chamber of Dr. Sadism ,952,122,English,90000000,1981,7.7,2.35,200,151688385
Bruce Dellis,1,70496802,Crime|Drama|Thriller,David Mamet,Civil Brand ,553,11,English,70000000,2004,7.7,2.35,86,496802
Bruce Hunt,450,14358033,Crime|Drama|Sport,Dwayne Johnson,Gridiron Gang ,33067,245,English,3000000,1939,7.7,2.35,0,11358033
Bruce Macdonald,149,31526393,Crime|Drama|Romance|Thriller,Jim Broadbent,The Crying Game ,41361,522,English,1100000,1995,7.7,2.35,0,30426393
Bruce Malmuth,71,23292105,Comedy,Sean Pertwee,Stiff Upper Lips ,867,6,Hindi,10000000,2007,7.7,2.35,109,13292105
Bruce McCulloch,114,37623143,Crime|Drama|Thriller,Mila Kunis,Blood Ties ,14612,409,English,1500000,1993,7.7,2.35,0,36123143
Bruce McCulloch,95,7219578,Drama|Fantasy|Horror|Romance,Olivier Martinez,Blood and Chocolate ,15388,62,English,5000000,2014,7.7,2.35,0,2219578
Bruce McDonald,85,16115878,Comedy|Horror,Trenton Rostedt,The Walking Deceased ,2348,15,English,10000000,1999,7.7,2.35,0,6115878
Bruce Paltrow,105,3562749,Adventure|Horror|Thriller,Tippi Hedren,Roar ,1275,71,English,1300000,2015,7.7,2.35,0,2262749
Bruno Barreto,13,58571513,Crime|Drama,Esai Morales,Butterfly ,870,235,English,25000000,2009,7.7,2.35,76,33571513
Bryan Barber,220,548934,Comedy,Chris Evans,Not Another Teen Movie ,80305,87,English,40000000,2008,7.7,2.35,0,-39451066
Bryan Singer,403,104383624,Action|Adventure|Sci-Fi,Kevin Spacey,Superman Returns ,240396,2367,English,35000000,2013,7.7,2.35,0,69383624
Bryan Singer,590,77564037,Action|Adventure|Fantasy|Sci-Fi|Thriller,Jennifer Lawrence,X-Men: Days of Future Past ,514125,752,English,30000000,2013,7.7,2.35,82000,47564037
Bryan Singer,490,10911750,Adventure|Fantasy,Eddie Marsan,Jack the Giant Slayer ,106416,205,English,24000000,2008,7.7,2.35,22000,-13088250
Bryan Singer,645,40247512,Action|Adventure|Sci-Fi,Jennifer Lawrence,X-Men: Apocalypse ,148379,622,English,20000000,2011,7.7,2.35,54000,20247512
Bryan Singer,289,48043505,Adventure|Animation|Comedy|Family|Musical,Miguel Ferrer,Rio 2 ,58498,99,English,65000000,2015,7.7,2.35,0,-16956495
Bryan Singer,269,55845943,Action|Adventure|Animation|Family|Fantasy|Sci-Fi,Leonard Nimoy,Atlantis: The Lost Empire ,72591,53,English,910000,1996,7.7,2.35,0,54935943
Bryan Singer,177,42672630,Animation|Comedy|Family|Sci-Fi,Steve Carell,Despicable Me 2 ,286877,856,English,14000000,1946,7.7,2.35,56000,28672630
Bryan Singer,27,52277485,Comedy|Fantasy|Sci-Fi,Christian Clavier,Les visiteurs ,24438,25,English,25000000,2012,7.7,2.35,0,27277485
Burr Steers,23,31179516,Comedy|Crime|Thriller,Zooey Deschanel,Big Trouble ,17307,115,French,800000,2009,7.7,2.35,892,30379516
Burr Steers,212,30651422,Comedy|Drama|Romance,Carmen Perez,He's Just Not That Into You ,132048,410,English,120000000,2008,7.7,2.35,12000,-89348578
Burr Steers,108,3588432,Comedy|Drama|Music,Imelda Staunton,Taking Woodstock ,24663,1057,English,23000000,2007,7.7,2.35,0,-19411568
Burr Steers,31,9000000,Comedy|Crime|Music,Mike Epps,The Janky Promoters ,1097,38,English,3300000,2009,7.7,2.35,402,5700000
Byron Howard,145,27098580,Adventure|Animation|Comedy|Drama|Family,Chloë Grace Moretz,Bolt ,146766,178,English,2000000,2011,7.7,2.35,0,25098580
C. Fraser Press,78,91188905,Documentary|History,Carol Block,Censored Voices ,186,25,Greek,8000000,2012,7.7,2.35,111,83188905
C. Jay Cox,88,90454043,Action|Drama|Romance|War,Daryl Sabara,Sands of Iwo Jima ,7346,73,English,2000000,2007,7.7,2.35,624,88454043
C. Jay Cox,31,218051260,Drama|Fantasy|Sci-Fi,Eddie Griffin,Time Changer ,1742,79,German,6500000,2012,7.7,2.35,409,211551260
Cédric Klapisch,52,91030827,Crime|Drama|Thriller,Maria Pia Calzone,Gomorrah             ,9638,283,English,500000,2008,7.7,2.35,0,90530827
Cédric Klapisch,29,38747385,Comedy,Peter Dinklage,High Road ,1305,154,English,2000000,1987,7.7,2.35,244,36747385
Cal Brunker,235,25517500,Biography|Drama|Music,Bokeem Woodbine,Ray ,110394,1732,English,1000000,1997,7.7,2.35,0,24517500
Callie Khouri,122,882290,Comedy|Drama|Romance,Zoë Kravitz,No Reservations ,59068,122,English,1000000,1977,7.7,2.35,0,-117710
Callie Khouri,69,5881504,Comedy|Drama|Family|Fantasy,Judge Reinhold,The Santa Clause ,64742,83,English,25000000,2004,7.7,2.35,0,-19118496
Cameron Crowe,79,80034302,Action|Adventure|Thriller,Vin Diesel,xXx ,142569,133,English,500000,2005,7.7,2.35,10000,79534302
Cameron Crowe,161,37442180,Adventure|Animation|Comedy|Family|Sci-Fi,Dwayne Johnson,Planet 51 ,41259,842,English,35000000,1980,7.7,2.35,0,2442180
Cameron Crowe,84,112692062,Biography|Drama|History|War,Eddie Redmayne,Elizabeth: The Golden Age ,54787,532,English,35000000,1997,7.7,2.35,0,77692062
Cameron Crowe,156,14448589,Comedy|Romance,Bradley Cooper,Valentine's Day ,95437,612,English,1800000,2006,7.7,2.35,9000,12648589
Cameron Crowe,539,29802761,Comedy,Harrison Ford,Anchorman 2: The Legend Continues ,131227,309,English,4400000,1999,7.7,2.35,41000,25402761
Cameron Crowe,194,24984868,Adventure|Comedy|History|Romance,Hayden Christensen,Virgin Territory ,6691,45,English,6000000,2014,7.7,2.35,366,18984868
Cameron Crowe,78,246574,Drama|Romance|War,Viggo Mortensen,Good ,5664,132,English,40000000,2007,7.7,2.35,921,-39753426
Camille Delamarre,112,2428883,Comedy|Drama,Bill Murray,The Royal Tenenbaums ,209133,173,English,39000000,2006,7.7,2.35,0,-36571117
Camille Delamarre,77,26781723,Fantasy|Horror,Drew Powell,1408 ,209396,185,English,18000000,2005,7.7,2.35,11000,8781723
Carl Franklin,76,12667,Adventure|Animation|Comedy|Family|Fantasy|Romance,Channing Tatum,The Book of Life ,45580,306,English,20000000,2002,7.7,2.35,18000,-19987333
Carl Franklin,105,15369573,Action|Adventure|Thriller|War,Sylvester Stallone,Rambo: First Blood Part II ,117606,62,English,20000000,2006,7.7,2.35,0,-4630427
Carl Franklin,214,35168395,Action|Crime|Drama|Mystery|Thriller,Edgar Arreola,Sicario ,196217,691,English,18000000,2014,7.7,2.35,59000,17168395
Carl Rinsch,576,167007184,Action|Adventure|Drama|Fantasy,Keanu Reeves,47 Ronin ,116994,324,English,30000,2004,7.7,2.35,35000,166977184
Carl Theodor Dreyer,4,2060953,Drama,Anita Page,Cries & Whispers ,19964,15,English,7000000,2011,7.7,2.35,0,-4939047
Carlos Carrera,231,34074895,Biography|Comedy|Drama,Josh Hutcherson,American Splendor ,41999,243,English,10800000,2003,7.7,2.35,0,23274895
Carlos Saldanha,159,36200000,Mystery|Thriller,Tom Hanks,The Da Vinci Code ,314253,1966,English,1000000,2000,7.7,2.35,0,35200000
Carlos Saldanha,188,15102127,Drama|Fantasy|Horror|Mystery|Thriller,Harrison Ford,What Lies Beneath ,98403,156,English,150000000,1997,7.7,2.35,0,-134897873
Carlos Saldanha,240,399793,Action|Crime|Thriller,Brad Pitt,Spy Game ,121259,949,English,60000000,2007,7.7,2.35,0,-59600207
Carlos Saldanha,290,185577,Adventure|Animation|Comedy|Family,Jada Pinkett Smith,Madagascar ,266636,1206,English,35000000,2011,7.7,2.35,0,-34814423
Carlos Saura,50,55153403,Comedy|Music|Sci-Fi,Cassandra Peterson,Jekyll and Hyde... Together Again ,881,99,English,125000000,2014,7.7,2.35,323,-69846597
Carmen Marron,28,200803,Drama,Tom Everett Scott,Tanner Hall ,2280,15,English,115000000,1985,7.7,2.35,448,-114799197
Carol Reed,169,1127331,Comedy|Sport,Lee Majors,Out Cold ,14656,604,English,100000000,2004,7.7,2.35,0,-98872669
Carol Reed,1,6517198,Comedy|Drama,Udo Kier,Soul Kitchen ,29203,11,English,95000000,2013,7.7,2.35,0,-88482802
Caroline Link,27,165230261,Comedy|Drama,Michael Stuhlbarg,A Serious Man ,102125,276,English,87000000,1997,7.7,2.35,10000,78230261
Carroll Ballard,70,55994557,Horror|Sci-Fi|Thriller,Andrew Fiscella,Quarantine ,57446,50,English,50000000,1996,7.7,2.35,0,5994557
Carroll Ballard,82,8060,Comedy|Drama|Music,Blair Underwood,Krush Groove ,1361,270,English,60000000,2010,7.7,2.35,889,-59991940
Carter Smith,151,3122616,Action|Crime|Drama|Thriller,Jet Li,Cradle 2 the Grave ,34942,261,English,25000000,2014,7.7,2.35,1000,-21877384
Cary Bell,23,448130642,Horror|Thriller,Claudette Colbert,Halloween ,157863,74,English,20000000,2006,7.7,2.35,12000,428130642
Caryn Waechter,7,292979556,Thriller,David Hyde Pierce,Chocolate: Deep Dark Secrets ,1524,13,English,9000000,1929,7.7,2.35,31,283979556
Cassandra Nicolaou,3,303001229,Horror,David Zucker,The Blair Witch Project ,186786,2,English,15000000,1991,7.7,2.35,0,288001229
Catherine Gund,10,144512310,Comedy|Drama|Romance,MyAnna Buring,Safety Not Guaranteed ,101287,46,English,1500000,1993,7.7,2.35,31000,143012310
Catherine Hardwicke,116,179883016,Drama|Horror|Sci-Fi|Thriller,Daniel Radcliffe,Victor Frankenstein ,28618,297,English,1000000,1999,7.7,2.35,11000,178883016
Catherine Hardwicke,107,71277420,Mystery|Thriller,Johnny Depp,The Ninth Gate ,137722,75,English,32000000,2004,7.7,2.35,0,39277420
Catherine Hardwicke,74,36283504,Biography|Drama|Family|History|Sport,Scott Glenn,Secretariat ,20827,211,English,1000000,1986,7.7,2.35,0,35283504
Catherine Hardwicke,175,143000,Crime|Drama,Morgan Freeman,The Shawshank Redemption ,1689764,185,English,20000000,2000,7.7,2.35,108000,-19857000
Catherine Hardwicke,273,3333823,Horror|Mystery,Johnny Lewis,One Missed Call ,26624,189,English,12000000,1938,7.7,2.35,0,-8666177
Catherine Hardwicke,80,143492840,Horror|Thriller,Brianna Brown,Timber Falls ,5012,120,English,140000000,2011,7.7,2.35,254,3492840
Catherine Hardwicke,76,69148997,Drama|Family|Musical|Romance,Agnes Moorehead,Show Boat ,3538,29,English,135000000,2012,7.7,2.35,438,-65851003
Catherine Jelski,112,4356743,Adventure|Comedy|Family|Fantasy|Horror,Wilford Brimley,Goosebumps ,47988,88,English,30000000,2006,7.6,2.35,35000,-25643257
Catherine Owens,78,126805112,Biography|Drama|Music,Rae'Ven Kelly,What's Love Got to Do with It ,13442,193,English,27000000,2002,7.6,2.35,0,99805112
Cathy Malkasian,78,77222184,Adventure|Comedy|Family|Fantasy|Horror|Mystery,Sarah Michelle Gellar,Scooby-Doo 2: Monsters Unleashed ,33180,885,English,30000000,1995,7.6,2.35,567,47222184
Cecil B. DeMille,359,59035104,Crime|Drama|Thriller,Teri Polo,We Have Your Husband ,216,27,English,150000,2014,7.6,2.35,58,58885104
Cedric Nicolas-Troyan,231,33201661,Action|Drama|War,Nicolas Cage,Windtalkers ,55994,454,English,12000000,2014,7.6,2.35,0,21201661
Chad Hartigan,91,44469602,Adventure|Drama|Fantasy|Thriller|Western,Kenneth Tobey,Western Religion ,146,112,English,15000000,1934,7.6,2.35,244,29469602
Chad Kapper,10,2964,Thriller,Jamie Lee Curtis,The Maid's Room ,719,55,English,35000000,2009,7.6,2.35,128,-34997036
Chan-wook Park,326,1821983,Comedy|Crime,Dax Flame,Project X ,157051,147,English,3660000,2011,7.6,2.35,29000,-1838017
Chan-wook Park,27,11860839,Drama,Dianne Wiest,Rabbit Hole ,40618,25,English,11000000,1996,7.6,2.35,0,860839
Chan-wook Park,109,4440055,Action|Crime|Drama|Thriller,Alexa PenaVega,Wicked Blood ,1928,731,English,900000,2009,7.6,2.35,482,3540055
Chao-Bin Su,22,11632420,Drama|Romance,Leonardo DiCaprio,Romeo + Juliet ,167750,1017,English,7000000,2014,7.6,2.35,10000,4632420
Charles Adelman,141,16298046,Drama|Romance,Michael Angarano,The Art of Getting By ,45293,93,English,2500000,2016,7.6,2.35,0,13798046
Charles Binamé,164,6643,Comedy|Fantasy|Romance,Tom Hanks,Splash ,54723,14,English,105000000,2015,7.6,2.35,0,-104993357
Charles Chaplin,256,78031620,Comedy|Fantasy|Musical|Sci-Fi,Kate Maberly,The Ghastly Love of Johnny X ,344,17,English,80000000,2014,7.6,2.35,655,-1968380
Charles Ferguson,64,28424210,Drama|Thriller,Chazz Palminteri,Poolhall Junkies ,8535,7,English,60000000,2015,7.6,2.35,872,-31575790
Charles Ferguson,14,3014541,Horror|Mystery|Sci-Fi,Tom Atkins,Halloween III: Season of the Witch ,28589,87,French,207000000,2005,7.6,2.35,0,-203985459
Charles Ferguson,95,3293258,Drama,Satish Kaushik,Brick Lane ,2560,392,English,50000000,2011,7.6,2.35,430,-46706742
Charles Herman-Wurmfeld,82,21197315,Comedy|Romance,Robert De Niro,New Year's Eve ,66579,190,English,30000000,1998,7.6,2.35,20000,-8802685
Charles Herman-Wurmfeld,94,87025093,Drama|Horror|Mystery|Sci-Fi|Thriller,Jordi Vilasuso,Circle ,13279,64,English,26000000,2013,7.6,2.35,0,61025093
Charles Herman-Wurmfeld,1,114195633,Drama|Romance|Western,James Brown,Love Me Tender ,2636,79,English,8300000,2002,7.6,2.35,365,105895633
Charles Martin Smith,47,38966057,Comedy|Drama,Jim Belushi,Joe Somebody ,8433,638,English,38000000,2003,7.6,2.35,168,966057
Charles Martin Smith,546,32940507,Action|Adventure|Drama|Thriller|Western,Tom Skerritt,Texas Rangers ,4757,102,English,30000000,1990,7.6,2.35,474,2940507
Charles Martin Smith,22,51774002,Comedy|Drama,Dominic Cooper,The History Boys ,17770,96,English,20000000,1998,7.6,2.35,0,31774002
Charles Matthau,96,9483821,Documentary|Drama|War,Osama bin Laden,Fahrenheit 9/11 ,113152,43,English,38000000,2001,7.6,2.35,0,-28516179
Charles Robert Carner,196,90567722,Comedy|Crime,Dave Chappelle,Half Baked ,48225,25,English,30000000,2013,7.6,2.35,0,60567722
Charles S. Dutton,308,39778599,Action|Adventure|Thriller,Rufus Sewell,Extreme Ops ,4821,98,English,38000000,1999,7.6,2.35,158,1778599
Charles Shyer,94,18472363,Action|Adventure|Romance,Catherine Deneuve,The Musketeer ,12856,252,English,15000000,2006,7.6,2.35,299,3472363
Charles Stone III,111,9528092,Comedy|Drama|Fantasy|Romance,Will Ferrell,Stranger Than Fiction ,186977,986,English,2500000,1990,7.6,2.35,13000,7028092
Charles Stone III,84,30993544,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,Paige Turco,Teenage Mutant Ninja Turtles III ,25086,692,English,16000000,2005,7.6,2.35,1000,14993544
Charles T. Kanganis,98,11405825,Action|Adventure|Animation|Family|Fantasy,Pablo Sevilla,Yu-Gi-Oh! Duel Monsters             ,12417,100,English,3500000,2003,7.6,2.35,124,7905825
Charlie Kaufman,390,11631245,Comedy|Drama,Nicolas Cage,The Weather Man ,69172,147,English,3000000,2011,7.6,2.35,0,8631245
Charlie Levi,107,46875468,Action|Drama|Horror|Thriller,Sarah Murphy-Dyson,From a Whisper to a Scream ,1324,199,English,3600000,2009,7.6,2.35,241,43275468
Chatrichalerm Yukol,30,52418902,Comedy|Drama|Romance,Ingvar Eggert Sigurðsson,Of Horses and Men ,1920,27,English,50000000,2011,7.6,2.35,1000,2418902
Cheryl Dunye,117,31655091,Crime|Drama|Thriller,Liam Aiken,The Killer Inside Me ,28483,50,English,100000000,2006,7.6,2.35,0,-68344909
Chia-Liang Liu,129,137387272,Action|Adventure|Animation|Comedy|Sci-Fi,Iben Hjejle,Journey to Saturn ,1828,53,English,12000000,2015,7.6,2.35,77,125387272
Chris Atkins,150,30079316,Drama|Sci-Fi,Frances Bay,Creative Control ,1048,28,English,10000000,2003,7.6,2.35,793,20079316
Chris Buck,275,4157491,Adventure|Animation|Comedy|Family|Fantasy|Musical,Josh Gad,Frozen ,421658,904,English,11000000,2003,7.6,2.35,58000,-6842509
Chris Butler,310,14616,Drama|Thriller,Matt Damon,Contagion ,180479,181,English,10000000,2015,7.6,2.35,42000,-9985384
Chris Carter,360,706622,Comedy|Crime|Thriller,J.K. Simmons,The Ladykillers ,84131,398,English,3209000,2013,7.6,2.35,0,-2502378
Chris Columbus,258,19184015,Action|Animation|Comedy|Family|Sci-Fi,J.K. Simmons,Megamind ,172754,187,English,5000000,2001,7.6,2.35,13000,14184015
Chris Columbus,232,229074524,Action|Drama|Romance,Djimon Hounsou,Gladiator ,982637,1331,English,2600000,1999,7.6,2.35,21000,226474524
Chris Columbus,217,23078294,Action|Adventure|Animation|Family,Holly Hunter,The Incredibles ,479166,169,English,4000000,2003,7.6,2.35,0,19078294
Chris Columbus,253,28535768,Drama|History|Thriller|War,Tom Cruise,Valkyrie ,183247,380,English,500000,1997,7.6,2.35,0,28035768
Chris Columbus,93,107930000,Adventure|Sci-Fi|Thriller,Don Cheadle,Mission to Mars ,60467,186,English,4500000,2014,7.6,2.35,0,103430000
Chris Columbus,109,304360277,Romance|Sci-Fi|Thriller,Matt Damon,The Adjustment Bureau ,200035,322,English,150000000,1999,7.6,2.35,36000,154360277
Chris Columbus,101,7282851,Action|Horror|Sci-Fi|Thriller,Sam Trammell,Aliens vs. Predator: Requiem ,92789,39,English,60000000,2008,7.6,2.35,0,-52717149
Chris Columbus,134,11798,Action|Comedy|Crime,Erick Avari,Paul Blart: Mall Cop ,84209,546,English,6000000,2006,7.6,2.35,0,-5988202
Chris Columbus,111,33000377,Comedy|Drama|Musical|Romance|War,Rock Hudson,Darling Lili ,1547,121,English,1066167,1981,7.6,2.35,104,31934210
Chris Columbus,91,234760500,Comedy|Fantasy|Romance,Jennifer Garner,The Invention of Lying ,94292,548,English,2200000,1982,7.6,2.35,13000,232560500
Chris Columbus,40,124107476,Drama,Clive Russell,The Young Messiah ,1449,81,English,250000000,2005,7.6,2.35,0,-125892524
Chris D'Arienzo,183,21088568,Drama,Li Gong,Coming Home ,2789,34,English,175000000,2003,7.6,2.35,0,-153911432
Chris Eyre,121,30102717,Drama|Sci-Fi|Thriller,Johnny Depp,The Astronaut's Wife ,45500,199,English,38000000,2006,7.6,2.35,1000,-7897283
Chris Gorak,149,38087366,Crime|Drama,Delroy Lindo,"Blood In, Blood Out ",23181,99,English,150000000,1940,7.6,2.35,6000,-111912634
